partner_covid_pin,ccdph_provider,partner_zip,partner_name,partner_street,partner_city,partner_state,partner_clean_street,partner_clean_name,vtrcks_name,vtrcks_provider_number,vtrcks_covid_pin,vtrcks_street,vtrcks_city,vtrcks_zip,vtrcks_state,vtrcks_clean_street,vtrcks_clean_name,icare_name,icare_id,icare_covid_pin,icare_street,icare_city,icare_state,icare_zip,icare_clean_street,icare_clean_name,vfinder_name,vfinder_covid_pin,vfinder_provider_number,vfinder_street,vfinder_city,vfinder_zip,vfinder_state,vfinder_clean_street,vfinder_clean_name,covid_pin,city,street,state,zip,in_icare,in_vfinder,in_vtrcks,name,in_partner,address,lon,lat
NA,NA,NA,NA,NA,NA,NA,NA,NA,ISP- MCCORMICK PLACE,40233840,ILAV09501,1941 W ROOSEVELT RD,CHICAGO,60608,IL,1941 W ROOSEVELT RD,ISP- MCCORMICK PLACE,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILLINOIS STATE POLICE MCCORMICK PLACE,ILAV09501A,40233840,1941 W ROOSEVELT RD,CHICAGO,60608,IL,1941 W ROOSEVELT RD,ILLINOIS STATE POLICE MCCORMICK PLACE,ILAV09501A,CHICAGO,1941 W ROOSEVELT RD,IL,60608,FALSE,TRUE,TRUE,ILLINOIS STATE POLICE MCCORMICK PLACE,FALSE,"1941 W ROOSEVELT RD CHICAGO, IL 60608",-87.67549009999999,41.8662334
NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 0086,40235641,ILAV09551,8801 RIDGELAND AVE,OAK LAWN,60453,IL,8801 RIDGELAND AVE,JEWEL-OSCO PHARMACY STORE #86,JEWEL-OSCO - 0086,404898763,V09551,8801 RIDGELAND AVE,OAK LAWN,IL,60453,8801 RIDGELAND AVE,"	
JEWEL-OSCO PHARMACY STORE #86",NA,NA,NA,NA,NA,NA,NA,NA,NA,V09551,OAK LAWN,8801 RIDGELAND AVE,IL,60453,TRUE,FALSE,TRUE,"	
JEWEL-OSCO PHARMACY STORE #86",FALSE,"8801 RIDGELAND AVE OAK LAWN, IL 60453",-87.77895230000001,41.7316361
NA,NA,NA,NA,NA,NA,NA,NA,NA,MADDEN MENTAL HEALTH,40189490,ILAV09031,1200 S 1ST AVE,HINES,60141,IL,1200 S 1ST AVE,MADDEN MENTAL HEALTH,MADDEN MENTAL HEALTH,1316216063,V09031,1200 S 1ST AVE,HINES,IL,60141,1200 S 1ST AVE,MADDEN MENTAL HEALTH,MADDEN MENTAL HEALTH CENTER,ILAV09031A,40189490,1200 S 1ST AVE,HINES,60141,IL,1200 S 1ST AVE,MADDEN MENTAL HEALTH CENTER,ILAV09031A,HINES,1200 S 1ST AVE,IL,60141,TRUE,TRUE,TRUE,MADDEN MENTAL HEALTH CENTER,FALSE,"1200 S 1ST AVE HINES, IL 60141",-87.8333971,41.8629626
NA,NA,NA,NA,NA,NA,NA,NA,NA,MARIANO'S PHARMACY 53100529,40173018,KG1531529,4700 GILBERT AVE #14,WESTERN SPRINGS,60558,IL,4700 GILBERT AVE,MARIANO'S PHARMACY STORE #531529,MARIANO PHARMACY 529,1307720794,V09363,4700 GILBERT AVE STE 14,WESTERN SPRINGS,IL,60558,4700 GILBERT AVE,MARIANO PHARMACY STORE #529,MARIANO'S PHARMACY STORE #529,KG1531529,40173018,4700 GILBERT AVE #14,WESTERN SPRINGS,60558,IL,4700 GILBERT AVE,MARIANO'S PHARMACY STORE #529,KG1531529,WESTERN SPRINGS,4700 GILBERT AVE,IL,60558,TRUE,TRUE,TRUE,MARIANO'S PHARMACY STORE #529,FALSE,"4700 GILBERT AVE WESTERN SPRINGS, IL 60558",-87.89042909999999,41.803648
NA,NA,NA,NA,NA,NA,NA,NA,NA,MARIANO'S PHARMACY 53100531,40173020,KG1531531,3358 W TOUHY AVE,SKOKIE,60076,IL,3358 W TOUHY AVE,MARIANO'S PHARMACY STORE #531531,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARIANO'S PHARMACY STORE #531,KG1531531,40173020,3358 W TOUHY AVE,SKOKIE,60076,IL,3358 W TOUHY AVE,MARIANO'S PHARMACY STORE #531,KG1531531,SKOKIE,3358 W TOUHY AVE,IL,60076,FALSE,TRUE,TRUE,MARIANO'S PHARMACY STORE #531,FALSE,"3358 W TOUHY AVE SKOKIE, IL 60076",-87.71433680000001,42.0126633
NA,NA,NA,NA,NA,NA,NA,NA,NA,MARIANO'S PHARMACY 53100541,40173030,KG1531541,10 EAST GOLF ROAD,DES PLAINES,60016,IL,10 EAST GOLF RD,MARIANO'S PHARMACY STORE #531541,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARIANO'S PHARMACY STORE #541,KG1531541,40173030,10 EAST GOLF ROAD,DES PLAINES,60016,IL,10 EAST GOLF RD,MARIANO'S PHARMACY STORE #541,KG1531541,DES PLAINES,10 EAST GOLF RD,IL,60016,FALSE,TRUE,TRUE,MARIANO'S PHARMACY STORE #541,FALSE,"10 EAST GOLF RD DES PLAINES, IL 60016",-87.9201503,42.0505878
NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTHWEST COMMUNITY HEALTHCARE MEDICAL G,40191368,ILAV09091,800 W CENTRAL RD,ARLINGTON HEIGHTS,60005,IL,800 W CENTRAL RD,NORTHWEST COMMUNITY HEALTHCARE MEDICAL G,NORTHWEST COMMUNITY HEALTHCARE MEDICAL GROUP,167612768,V09091,800 W CENTRAL RD,ARLINGTON HEIGHTS,IL,60005,800 W CENTRAL RD,NORTHWEST COMMUNITY HEALTHCARE MEDICAL GROUP,NORTHWEST COMMUNITY HEALTHCARE ARLINGTON HEIGHTS,ILAV09091A,40191368,800 W CENTRAL RD,ARLINGTON HEIGHTS,60005,IL,800 W CENTRAL RD,NORTHWEST COMMUNITY HEALTHCARE ARLINGTON HEIGHTS,ILAV09091A,ARLINGTON HEIGHTS,800 W CENTRAL RD,IL,60005,TRUE,TRUE,TRUE,NORTHWEST COMMUNITY HEALTHCARE ARLINGTON HEIGHTS,FALSE,"800 W CENTRAL RD ARLINGTON HEIGHTS, IL 60005",-87.9924834,42.0681926
NA,NA,NA,NA,NA,NA,NA,NA,NA,OSF LITTLE COMPANY OF MARY - PHARMACIST,40200458,ILAV09151,2800 W 95TH ST,EVERGREEN PARK,60805,IL,2800 W 95TH ST,OSF LITTLE COMPANY OF MARY - PHARMACIST,OSF LITTLE COMPANY OF MARY - PHARMACIST,1334985584,V09151,2800 W 95TH ST,EVERGREEN PARK,IL,60805,2800 W 95TH ST,OSF LITTLE COMPANY OF MARY - PHARMACIST,OSF LITTLE COMPANY OF MARY MEDICAL CENTER,ILAV09151A,40200458,2800 W 95TH ST,EVERGREEN PARK,60805,IL,2800 W 95TH ST,OSF LITTLE COMPANY OF MARY MEDICAL CENTER,ILAV09151A,EVERGREEN PARK,2800 W 95TH ST,IL,60805,TRUE,TRUE,TRUE,OSF LITTLE COMPANY OF MARY MEDICAL CENTER,FALSE,"2800 W 95TH ST EVERGREEN PARK, IL 60805",-87.6923621,41.7210663
NA,NA,NA,NA,NA,NA,NA,NA,NA,RUSH UNIV MEDICAL CENTER (ROPH O3C - MED,40189603,ILAV09046,520 S MAPLE AVE LL INPAT PHARMACY,OAK PARK,60304,IL,520 S MAPLE AVE LL,RUSH UNIV MEDICAL CENTER (ROPH O3C - MED,NA,NA,NA,NA,NA,NA,NA,NA,NA,RUSH OAK PARK HOSPITAL,ILAV09046A,40189603,520 S MAPLE AVE LL INPAT PHARMACY,OAK PARK,60304,IL,520 S MAPLE AVE LL,RUSH OAK PARK HOSPITAL,ILAV09046A,OAK PARK,520 S MAPLE AVE LL,IL,60304,FALSE,TRUE,TRUE,RUSH OAK PARK HOSPITAL,FALSE,"520 S MAPLE AVE LL OAK PARK, IL 60304",-87.80300799999999,41.8785243
NA,NA,NA,NA,NA,NA,NA,NA,NA,SAINT ALEXIUS MEDICAL CENTER,40191350,ILAV09083,1555 BARRINGTON RD,HOFFMAN ESTATES,60169,IL,1555 BARRINGTON RD,SAINT ALEXIUS MEDICAL CENTER,ABMG - POPLAR CREEK FAMILY PRACTICE,389359231,V09853,1555 BARRINGTON RD BLDG 1,HOFFMAN ESTATES,IL,60169,1555 BARRINGTON RD,ABMG - POPLAR CREEK FAMILY PRACTICE,AMITA HEALTH ST ALEXIUS MEDICAL CENTER,ILAV09083A,40191350,1555 BARRINGTON RD,HOFFMAN ESTATES,60169,IL,1555 BARRINGTON RD,AMITA HEALTH ST ALEXIUS MEDICAL CENTER,ILAV09083A,HOFFMAN ESTATES,1555 BARRINGTON RD,IL,60169,TRUE,TRUE,TRUE,AMITA HEALTH ST ALEXIUS MEDICAL CENTER,FALSE,"1555 BARRINGTON RD HOFFMAN ESTATES, IL 60169",-88.1410337,42.0529739
NA,NA,NA,NA,NA,NA,NA,NA,NA,SKOKIE HEALTH DEPARTMENT,40204315,ILAV00350,5127 OAKTON ST,SKOKIE,60077,IL,5127 OAKTON ST,SKOKIE HEALTH DEPARTMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,SKOKIE HEALTH AND HUMAN SERVICES,ILAV00350A,40204315,5127 OAKTON ST,SKOKIE,60077,IL,5127 OAKTON ST,SKOKIE HEALTH AND HUMAN SERVICES,ILAV00350A,SKOKIE,5127 OAKTON ST,IL,60077,FALSE,TRUE,TRUE,SKOKIE HEALTH AND HUMAN SERVICES,FALSE,"5127 OAKTON ST SKOKIE, IL 60077",-87.756113,42.0259367
NA,NA,NA,NA,NA,NA,NA,NA,NA,SUMMIT HEALTH CENTER,40264613,HR2007347,373 SUMMIT ST,ELGIN,60120,IL,373 SUMMIT ST,SUMMIT HEALTH CENTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,SUMMIT HEALTH CENTER ELGIN,ILAV07347A,40204523,373 SUMMIT ST,ELGIN,60120,IL,373 SUMMIT ST,SUMMIT HEALTH CENTER ELGIN,ILAV07347A,ELGIN,373 SUMMIT ST,IL,60120,FALSE,TRUE,TRUE,SUMMIT HEALTH CENTER ELGIN,FALSE,"373 SUMMIT ST ELGIN, IL 60120",-88.2776705,42.046053
NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCESS NORTHWEST FAMILY HLTH CTR,40264596,HR2006080,1120 N ARLINGTON HEIGHTS RD,ARLINGTON HEIGHTS,60004,IL,1120 N ARLINGTON HEIGHTS RD,ACCESS NORTHWEST FAMILY HLTH CTR,ACCESS @ NORTHWEST COMMUNITY,3591869,V06080,1120 N ARLINGTON HEIGHTS RD,ARLINGTON HEIGHTS,IL,60004,1120 N ARLINGTON HEIGHTS RD,ACCESS @ NORTHWEST COMMUNITY,ACCESS NORTHWEST FAMILY HEALTH CENTER,HR2006080,40264596,1120 N ARLINGTON HEIGHTS RD,ARLINGTON HEIGHTS,60004,IL,1120 N ARLINGTON HEIGHTS RD,ACCESS NORTHWEST FAMILY HEALTH CENTER,HR2006080,ARLINGTON HEIGHTS,1120 N ARLINGTON HEIGHTS RD,IL,60004,TRUE,TRUE,TRUE,ACCESS NORTHWEST FAMILY HEALTH CENTER,FALSE,"1120 N ARLINGTON HEIGHTS RD ARLINGTON HEIGHTS, IL 60004",-87.9817872,42.0964237
NA,NA,NA,NA,NA,NA,NA,NA,NA,CREEKSIDE HEALTH CENTER,40264616,HR2007392,300 MCHENRY RD,WHEELING,60090,IL,300 MCHENRY RD,CREEKSIDE HEALTH CENTER,CREEKSIDE HEALTH CENTER,575260017,V07392,300 MCHENRY RD,WHEELING,IL,60090,300 MCHENRY RD,CREEKSIDE HEALTH CENTER,CREEKSIDE HEALTH CENTER,HR2007392,40264616,300 MCHENRY RD,WHEELING,60090,IL,300 MCHENRY RD,CREEKSIDE HEALTH CENTER,HR2007392,WHEELING,300 MCHENRY RD,IL,60090,TRUE,TRUE,TRUE,CREEKSIDE HEALTH CENTER,FALSE,"300 MCHENRY RD WHEELING, IL 60090",-87.93604619999999,42.1434398
NA,NA,NA,NA,NA,NA,NA,NA,NA,ERIE EVANSTON SKOKIE HEALTH CENTER,40266875,HR2V07259,1285 HARTREY AVE.,EVANSTON,60202,IL,1285 HARTREY AVE,ERIE EVANSTON SKOKIE HEALTH CENTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,ERIE EVANSTON-SKOKIE HEALTH CENTER,HR2V07259,40266875,1285 HARTREY AVE.,EVANSTON,60202,IL,1285 HARTREY AVE,ERIE EVANSTON-SKOKIE HEALTH CENTER,HR2V07259,EVANSTON,1285 HARTREY AVE,IL,60202,FALSE,TRUE,TRUE,ERIE EVANSTON-SKOKIE HEALTH CENTER,FALSE,"1285 HARTREY AVE EVANSTON, IL 60202",-87.703238,42.040498
NA,NA,NA,NA,NA,NA,NA,NA,NA,LAKE HEALTH CENTER,40264614,HR2007382,1515 E LAKE ST STE 202,HANOVER PARK,60133,IL,1515 E LAKE ST,LAKE HEALTH CENTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAKE HEALTH CENTER,HR2007382,40264614,1515 E LAKE ST STE 202,HANOVER PARK,60133,IL,1515 E LAKE ST,LAKE HEALTH CENTER,HR2007382,HANOVER PARK,1515 E LAKE ST,IL,60133,FALSE,TRUE,TRUE,LAKE HEALTH CENTER,FALSE,"1515 E LAKE ST HANOVER PARK, IL 60133",-88.14354949999999,41.9839369
NA,NA,NA,NA,NA,NA,NA,NA,NA,SUMMIT HEALTH CENTER,40264613,HR2007347,373 SUMMIT ST,ELGIN,60120,IL,373 SUMMIT ST,SUMMIT HEALTH CENTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,SUMMIT HEALTH CENTER ELGIN,HR2007347,40264613,373 SUMMIT ST,ELGIN,60120,IL,373 SUMMIT ST,SUMMIT HEALTH CENTER ELGIN,HR2007347,ELGIN,373 SUMMIT ST,IL,60120,FALSE,TRUE,TRUE,SUMMIT HEALTH CENTER ELGIN,FALSE,"373 SUMMIT ST ELGIN, IL 60120",-88.2776705,42.046053
NA,NA,NA,NA,NA,NA,NA,NA,NA,ALEXIAN BROTHERS BEHAVIORAL HEALTH HOSPI,40191366,ILAV09089,1650 MOON LAKE BLVD,HOFFMAN ESTATES,60169,IL,1650 MOON LAKE BLVD,ALEXIAN BROTHERS BEHAVIORAL HEALTH HOSPI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILAV09089,HOFFMAN ESTATES,1650 MOON LAKE BLVD,IL,60169,FALSE,FALSE,TRUE,ALEXIAN BROTHERS BEHAVIORAL HEALTH HOSPI,FALSE,"1650 MOON LAKE BLVD HOFFMAN ESTATES, IL 60169",-88.1372978,42.0540731
NA,NA,NA,NA,NA,NA,NA,NA,NA,CCHS - AT ARLINGTON HEIGHTS,40220528,ILAV03741,3250 N ARLINGTON HTS RD UNIT 300,ARLINGTON HEIGHTS,60004,IL,3250 N ARLINGTON HTS RD,CCHS - AT ARLINGTON HEIGHTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILAV03741,ARLINGTON HEIGHTS,3250 N ARLINGTON HTS RD,IL,60004,FALSE,FALSE,TRUE,CCHS - AT ARLINGTON HEIGHTS,FALSE,"3250 N ARLINGTON HTS RD ARLINGTON HEIGHTS, IL 60004",-87.98423559999999,42.1342995
NA,NA,NA,NA,NA,NA,NA,NA,NA,CHICAGO MEDS LLC,40205931,MH1195555,200 HOWARD AVE,DES PLAINES,60018,IL,200 HOWARD AVE,CHICAGO MEDS LLC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MH1195555,DES PLAINES,200 HOWARD AVE,IL,60018,FALSE,FALSE,TRUE,CHICAGO MEDS LLC,FALSE,"200 HOWARD AVE DES PLAINES, IL 60018",-87.91638359999999,42.0162011
NA,NA,NA,NA,NA,NA,NA,NA,NA,CITGO LEMONT REFINERY,40266476,ILAV09960,135 ST & NEW AVENUE,LEMONT,60439,IL,135 ST & NEW AVE,CITGO LEMONT REFINERY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILAV09960,LEMONT,135 ST & NEW AVE,IL,60439,FALSE,FALSE,TRUE,CITGO LEMONT REFINERY,FALSE,"135 ST & NEW AVE LEMONT, IL 60439",-73.9408854,40.81411960000001
NA,NA,NA,NA,NA,NA,NA,NA,NA,FAMILY CHRISTIAN HEALTH CENTER,40270861,HR2HH0098,31 W 155TH ST,HARVEY,60426,IL,31 W 155TH ST,FAMILY CHRISTIAN HEALTH CENTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HR2HH0098,HARVEY,31 W 155TH ST,IL,60426,FALSE,FALSE,TRUE,FAMILY CHRISTIAN HEALTH CENTER,FALSE,"31 W 155TH ST HARVEY, IL 60426",-87.6579589,41.6084339
NA,NA,NA,NA,NA,NA,NA,NA,NA,LAKE HEALTH CENTER,40209579,ILAV07382,1515 E LAKE ST STE 202,HANOVER PARK,60133,IL,1515 E LAKE ST,LAKE HEALTH CENTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILAV07382,HANOVER PARK,1515 E LAKE ST,IL,60133,FALSE,FALSE,TRUE,LAKE HEALTH CENTER,FALSE,"1515 E LAKE ST HANOVER PARK, IL 60133",-88.14354949999999,41.9839369
NA,NA,NA,NA,NA,NA,NA,NA,NA,NW ONCOLOGY & HEMATOLOGY ELK GROVE,40235868,ILAV09571,800 BIESTERFIELD RD STE 210,ELK GROVE VILLAGE,60007,IL,800 BIESTERFIELD RD,NW ONCOLOGY & HEMATOLOGY ELK GROVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILAV09571,ELK GROVE VILLAGE,800 BIESTERFIELD RD,IL,60007,FALSE,FALSE,TRUE,NW ONCOLOGY & HEMATOLOGY ELK GROVE,FALSE,"800 BIESTERFIELD RD ELK GROVE VILLAGE, IL 60007",-88.0155173,42.00540520000001
NA,NA,NA,NA,NA,NA,NA,NA,NA,STICKNEY PHD - NORTH SATELLITE,40204512,ILAV07277,6721 40TH ST,STICKNEY,60402,IL,6721 40TH ST,STICKNEY PHD - NORTH SATELLITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILAV07277,STICKNEY,6721 40TH ST,IL,60402,FALSE,FALSE,TRUE,STICKNEY PHD - NORTH SATELLITE,FALSE,"6721 40TH ST STICKNEY, IL 60402",-87.79147329999999,41.8191255
NA,NA,NA,NA,NA,NA,NA,NA,NA,UNITED RX LLC HILLSIDE,40269694,ILAV10042,150 FENCL LN,HILLSIDE,60162,IL,150 FENCL LN,UNITED RX LLC HILLSIDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILAV10042,HILLSIDE,150 FENCL LN,IL,60162,FALSE,FALSE,TRUE,UNITED RX LLC HILLSIDE,FALSE,"150 FENCL LN HILLSIDE, IL 60162",-87.8946284,41.8676146
NA,NA,NA,NA,NA,NA,NA,NA,NA,UNIV OF ILLINOIS MILE SQ HCCICERO,40269148,HR2008003,4747-51 W CERMAK RD,CICERO,60804,IL,4747-51 W CERMAK RD,UNIV OF ILLINOIS MILE SQ HCCICERO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HR2008003,CICERO,4747-51 W CERMAK RD,IL,60804,FALSE,FALSE,TRUE,UNIV OF ILLINOIS MILE SQ HCCICERO,FALSE,"4747-51 W CERMAK RD CICERO, IL 60804",-87.7418457,41.8490905
NA,NA,NA,NA,NA,NA,NA,NA,NA,"V12 578 HINES, IL",40167314,VA2000578,5000 S 5 AVE,HINES,60141,IL,5000 S AVE,"V12 578 HINES, IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VA2000578,HINES,5000 S AVE,IL,60141,FALSE,FALSE,TRUE,"V12 578 HINES, IL",FALSE,"5000 S AVE HINES, IL 60141",-87.8402433,41.8581403
NA,NA,NA,NA,NA,NA,NA,NA,NA,VA CMOP 765 - GREAT LAKES (HINES),40167391,VA2000765,5TH AVENUE AND ROOSEVELT,HINES,60141,IL,5TH AVE AND ROOSEVELT,VA CMOP 765 - GREAT LAKES (HINES),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VA2000765,HINES,5TH AVE AND ROOSEVELT,IL,60141,FALSE,FALSE,TRUE,VA CMOP 765 - GREAT LAKES (HINES),FALSE,"5TH AVE AND ROOSEVELT HINES, IL 60141",-87.8383056,41.86438
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS HEALTH - PHARMACY # 05213,481343903,NA,8911 OGDEN AVE,BROOKFIELD,IL,60513,8911 OGDEN AVE,CVS PHARMACY STORE #5213,CVS PHARMACY STORE #5213,CV1005213,40160549,8911 OGDEN AVE.,BROOKFIELD,60513,IL,8911 OGDEN AVE,CVS PHARMACY STORE #5213,CV1005213,BROOKFIELD,8911 OGDEN AVE,IL,60513,TRUE,TRUE,FALSE,CVS PHARMACY STORE #5213,FALSE,"8911 OGDEN AVE BROOKFIELD, IL 60513",-87.844769,41.8164081
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS HEALTH - PHARMACY # 08734,481344398,NA,1801 W GOLF RD,SCHAUMBURG,IL,60194,1801 W GOLF RD,CVS PHARMACY STORE #8734,CVS PHARMACY STORE #8734,CV1008734,40163056,1801 W. GOLF ROAD,SCHAUMBURG,60194,IL,1801 W GOLF RD,CVS PHARMACY STORE #8734,CV1008734,SCHAUMBURG,1801 W GOLF RD,IL,60194,TRUE,TRUE,FALSE,CVS PHARMACY STORE #8734,FALSE,"1801 W GOLF RD SCHAUMBURG, IL 60194",-88.1246773,42.0468719
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS HEALTH - PHARMACY # 08742,481344417,NA,5524 W CERMAK RD,CICERO,IL,60804,5524 W CERMAK RD,CVS PHARMACY STORE #8742,CVS PHARMACY STORE #8742,CV1008742,40163064,5524 W CERMAK RD,CICERO,60804,IL,5524 W CERMAK RD,CVS PHARMACY STORE #8742,CV1008742,CICERO,5524 W CERMAK RD,IL,60804,TRUE,TRUE,FALSE,CVS PHARMACY STORE #8742,FALSE,"5524 W CERMAK RD CICERO, IL 60804",-87.7625363,41.8513899
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS HEALTH - PHARMACY #10555,1118820833,NA,14290 S LA GRANGE RD,ORLAND PARK,IL,60462,14290 S LA GRANGE RD,CVS PHARMACY STORE #10555,CVS PHARMACY STORE #10555,CV1010555,40164331,14290 SOUTH LA GRANGE RD.,ORLAND PARK,60462,IL,14290 SOUTH LA GRANGE RD,CVS PHARMACY STORE #10555,CV1010555,ORLAND PARK,14290 SOUTH LA GRANGE RD,IL,60462,TRUE,TRUE,FALSE,CVS PHARMACY STORE #10555,FALSE,"14290 SOUTH LA GRANGE RD ORLAND PARK, IL 60462",-87.8545918,41.6308805
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRESENIUS KIDNEY CARE CRESTWOOD,1350002973,V09878,4815 MIDLOTHIAN TPKE,CRESTWOOD,IL,60445,4815 MIDLOTHIAN TURNPIKE,FRESENIUS KIDNEY CARE CRESTWOOD,FRESENIUS KIDNEY CARE CRESTWOOD,ILAV09878A,40260707,4815 MIDLOTHIAN TURNPIKE,CRESTWOOD,60445,IL,4815 MIDLOTHIAN TURNPIKE,FRESENIUS KIDNEY CARE CRESTWOOD,ILAV09878A,CRESTWOOD,4815 MIDLOTHIAN TURNPIKE,IL,60445,TRUE,TRUE,FALSE,FRESENIUS KIDNEY CARE CRESTWOOD,FALSE,"4815 MIDLOTHIAN TURNPIKE CRESTWOOD, IL 60445",-87.73940689999999,41.6379269
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRESENIUS KIDNEY CARE ORLAND PARK,1348139496,V09691,9160 W 159TH ST,ORLAND PARK,IL,60462,9160 W 159TH ST,FRESENIUS KIDNEY CARE ORLAND PARK,FRESENIUS KIDNEY CARE ORLAND PARK,ILAV09691A,40262749,9160W W 159TH ST,ORLAND PARK,60467,IL,9160W W 159TH ST,FRESENIUS KIDNEY CARE ORLAND PARK,ILAV09691A,ORLAND PARK,9160W W 159TH ST,IL,60467,TRUE,TRUE,FALSE,FRESENIUS KIDNEY CARE ORLAND PARK,FALSE,"9160W W 159TH ST ORLAND PARK, IL 60467",-87.8409503,41.6025763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOLY FAMILY PLAZA PHARMACY,1354304825,V09680,1400 E GOLF RD,DES PLAINES,IL,60016,1400 E GOLF RD,HOLY FAMILY PLAZA PHARMACY,HOLY FAMILY PLAZA PHARMACY,ILAV09680A,40262662,1400 E GOLF RD STE 101,DES PLAINES,60016,IL,1400 E GOLF RD,HOLY FAMILY PLAZA PHARMACY,ILAV09680A,DES PLAINES,1400 E GOLF RD,IL,60016,TRUE,TRUE,FALSE,HOLY FAMILY PLAZA PHARMACY,FALSE,"1400 E GOLF RD DES PLAINES, IL 60016",-87.88987499999999,42.0549067
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MEIJER PHARMACY 228,1328359461,V09706,1301 MEIJER DR,ROLLING MEADOWS,IL,60008,1301 MEIJER DR,MEIJER PHARMACY STORE #228,MEIJER PHARMACY STORE #228,MG1000228,40175398,1301 MEIJER DRIVE,ROLLING MEADOWS,60008,IL,1301 MEIJER DRIVE,MEIJER PHARMACY STORE #228,MG1000228,ROLLING MEADOWS,1301 MEIJER DRIVE,IL,60008,TRUE,TRUE,FALSE,MEIJER PHARMACY STORE #228,FALSE,"1301 MEIJER DRIVE ROLLING MEADOWS, IL 60008",-87.99639909999999,42.0479199
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILLAGE OF ARLINGTON HEIGHTS,187637223,V02365,33 S ARLINGTON HEIGHTS RD,ARLINGTON HEIGHTS,IL,60005,33 S ARLINGTON HEIGHTS RD,VILLAGE OF ARLINGTON HEIGHTS,VILLAGE OF ARLINGTON HEIGHTS,ILAV02365A,40204427,33 S ARLINGTON HTS RD,ARLINGTON HEIGHTS,60005,IL,33 S ARLINGTON HTS RD,VILLAGE OF ARLINGTON HEIGHTS,ILAV02365A,ARLINGTON HEIGHTS,33 S ARLINGTON HTS RD,IL,60005,TRUE,TRUE,FALSE,VILLAGE OF ARLINGTON HEIGHTS,FALSE,"33 S ARLINGTON HTS RD ARLINGTON HEIGHTS, IL 60005",-87.97987429999999,42.0816358
